email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,27,Female,High School,27,Manager,IT,Software Developer,Medium,City_B,0,,0,9.87433291
,41,Male,Bachelor's,7,Engineer,Healthcare,Nurse,Low,City_A,0,,0,4.254191389
,48,Female,Ph.D.,11,Analyst,Healthcare,Financial Analyst,High,City_A,0,,0,7.941262176
,44,Male,Ph.D.,24,Manager,Finance,Software Developer,Medium,City_B,0,,0,4.330703054
,38,Male,Ph.D.,5,Analyst,Finance,Software Developer,Low,City_B,0,,0,4.571717267
,34,Female,Master's,13,Consultant,Education,Software Developer,High,City_C,0,,0,1.99892966
,25,Male,Bachelor's,11,Analyst,Healthcare,Teacher,Low,City_C,0,,0,3.156950672
,41,Female,High School,5,Consultant,Healthcare,Financial Analyst,High,City_A,0,,0,2.480358579
,46,Male,High School,8,Consultant,Healthcare,Financial Analyst,High,City_C,0,,0,2.432805049
,43,Female,Master's,21,Manager,Education,Teacher,Medium,City_B,0,,0,1.081148749
,38,Male,Bachelor's,29,Analyst,Education,Teacher,Medium,City_A,0,,0,8.144026925
,32,Male,Ph.D.,29,Analyst,Healthcare,Software Developer,Low,City_C,0,,0,5.211380961
,46,Female,Master's,17,Analyst,Healthcare,Nurse,Medium,City_C,0,,0,8.237508112
,26,Male,Master's,11,Manager,Education,Nurse,Low,City_B,0,,0,6.512953683
,42,Female,Ph.D.,19,Consultant,Healthcare,Financial Analyst,Medium,City_B,0,,0,8.482038962
,47,Female,Master's,18,Consultant,IT,Nurse,Medium,City_C,0,,0,5.533885029
,37,Female,Master's,28,Consultant,IT,Software Developer,Low,City_A,0,,0,1.84636919
,42,Female,Ph.D.,10,Manager,Education,Teacher,Medium,City_A,0,,0,6.550872789
,53,Female,Bachelor's,5,Manager,IT,Financial Analyst,Medium,City_B,0,,0,7.09988376
,25,Male,High School,29,Engineer,Finance,Financial Analyst,Medium,City_B,0,,0,6.638537515
,59,Male,High School,24,Analyst,Healthcare,Teacher,Medium,City_B,0,,0,8.212026837
,29,Male,Ph.D.,25,Consultant,Finance,Nurse,Low,City_C,0,,0,7.583493196
,30,Male,Ph.D.,25,Engineer,Finance,Financial Analyst,High,City_C,0,,0,4.893692043
,38,Male,Bachelor's,1,Engineer,Finance,Teacher,Low,City_B,0,,0,8.371932899
,34,Male,Master's,17,Analyst,IT,Teacher,Low,City_A,0,,0,7.226078879
,30,Male,Bachelor's,17,Manager,Healthcare,Nurse,Low,City_B,0,,0,2.083300647
,27,Female,Master's,1,Engineer,Healthcare,Nurse,Medium,City_B,0,,0,5.858856239
,48,Female,Master's,25,Manager,Education,Software Developer,Medium,City_A,0,,0,7.557002256
,58,Female,Bachelor's,1,Manager,Finance,Nurse,High,City_A,0,,0,5.979593815
,45,Male,Ph.D.,23,Analyst,IT,Nurse,Medium,City_A,0,,0,9.541257859
,30,Female,Ph.D.,22,Engineer,Finance,Teacher,High,City_A,0,,0,1.913421414
,32,Male,Bachelor's,9,Consultant,Finance,Financial Analyst,High,City_C,0,,0,7.500895236
,56,Male,Master's,27,Engineer,Healthcare,Teacher,Medium,City_C,0,,0,8.420057303
,50,Male,Master's,25,Consultant,Education,Software Developer,High,City_B,0,,0,7.323878754
,29,Female,Master's,4,Consultant,IT,Teacher,Low,City_C,0,,0,4.470265046
,38,Female,Master's,9,Manager,Healthcare,Software Developer,Low,City_B,0,,0,4.469322819
,28,Female,Bachelor's,14,Consultant,Finance,Nurse,Low,City_B,0,,0,6.279107546
,33,Male,High School,15,Analyst,Healthcare,Financial Analyst,High,City_A,0,,0,4.573882327
,36,Male,Ph.D.,16,Engineer,Finance,Financial Analyst,High,City_A,0,,0,8.948646976
,50,Male,Ph.D.,16,Manager,IT,Teacher,Low,City_C,0,,0,1.989375565
,45,Male,High School,13,Manager,Healthcare,Financial Analyst,Medium,City_C,0,,0,6.752416132
,58,Female,Master's,14,Consultant,Healthcare,Software Developer,Low,City_C,0,,0,2.207034647
,35,Female,High School,22,Manager,Healthcare,Software Developer,Medium,City_C,0,,0,5.861438222
,32,Female,High School,21,Analyst,Healthcare,Nurse,Medium,City_A,0,,0,7.440230822
,56,Female,High School,9,Analyst,Healthcare,Teacher,High,City_A,0,,0,2.489598249
,38,Male,Ph.D.,23,Manager,IT,Nurse,High,City_C,0,,0,7.336298993
,48,Male,Ph.D.,9,Manager,Education,Financial Analyst,Medium,City_B,0,,0,2.259820281
,24,Female,High School,21,Analyst,IT,Nurse,Medium,City_A,0,,0,6.584983711
,23,Male,High School,4,Consultant,Healthcare,Financial Analyst,Medium,City_A,0,,0,5.549977264
,25,Male,High School,10,Manager,Finance,Software Developer,High,City_A,0,,0,3.682674584
,39,Female,Master's,3,Consultant,Finance,Teacher,Low,City_A,0,,0,2.003938578
,41,Female,Master's,21,Manager,Healthcare,Teacher,Medium,City_C,0,,0,7.622687256
,42,Male,Master's,9,Analyst,Education,Nurse,High,City_C,0,,0,4.4362462
,35,Female,Ph.D.,19,Manager,Healthcare,Financial Analyst,Low,City_B,0,,0,1.778776995
,29,Female,Bachelor's,16,Manager,IT,Software Developer,High,City_A,0,,0,7.955104044
,23,Female,High School,16,Manager,Education,Financial Analyst,Low,City_C,0,,0,3.096052151
,47,Female,High School,17,Analyst,Education,Nurse,High,City_C,0,,0,7.628068483
,40,Female,Bachelor's,18,Analyst,IT,Financial Analyst,Low,City_A,0,,0,6.084088173
,49,Female,High School,10,Analyst,Education,Software Developer,Medium,City_C,0,,0,2.750761104
,50,Female,Master's,21,Engineer,Healthcare,Nurse,High,City_C,0,,0,1.687651545
,26,Female,Master's,19,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.339241139
,49,Female,Bachelor's,22,Engineer,Finance,Nurse,Low,City_B,0,,0,1.22690649
,47,Male,Master's,15,Engineer,IT,Teacher,Low,City_C,0,,0,1.589180364
,26,Female,Bachelor's,15,Analyst,Education,Financial Analyst,Medium,City_A,0,,0,7.319971738
,36,Female,Master's,11,Manager,Education,Software Developer,High,City_A,0,,0,5.849864573
,30,Female,High School,8,Analyst,Education,Software Developer,Low,City_A,0,,0,3.936657391
,53,Male,Ph.D.,22,Engineer,Healthcare,Financial Analyst,Medium,City_C,0,,0,5.853051484
,47,Female,Master's,16,Consultant,IT,Software Developer,Medium,City_B,0,,0,6.324843948
,58,Female,Bachelor's,10,Consultant,Healthcare,Software Developer,Medium,City_C,0,,0,6.087572796
,36,Male,Ph.D.,9,Analyst,Education,Software Developer,Medium,City_A,0,,0,6.782986104
,25,Male,High School,15,Manager,Healthcare,Teacher,Medium,City_B,0,,0,9.462592902
,57,Female,Ph.D.,22,Engineer,Education,Software Developer,Medium,City_B,0,,0,4.498997681
,41,Male,Bachelor's,5,Manager,Education,Teacher,Medium,City_C,0,,0,3.710362721
,48,Male,High School,20,Manager,Healthcare,Financial Analyst,High,City_A,0,,0,1.345914199
,42,Male,High School,2,Manager,Education,Teacher,High,City_C,0,,0,2.323657512
,43,Male,Master's,22,Engineer,Healthcare,Software Developer,Medium,City_A,0,,0,1.956248343
,28,Male,Ph.D.,16,Analyst,Finance,Software Developer,Low,City_B,0,,0,4.018997682
,52,Female,Master's,18,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.489916559
,38,Male,High School,16,Engineer,Finance,Teacher,Low,City_B,0,,0,1.41700502
,28,Female,Master's,5,Analyst,Finance,Nurse,Medium,City_A,0,,0,7.54898504
,40,Female,Master's,1,Analyst,Healthcare,Nurse,Low,City_B,0,,0,4.57689655
,49,Female,Bachelor's,19,Analyst,IT,Financial Analyst,High,City_B,0,,0,9.671540642
,31,Male,Master's,10,Consultant,IT,Financial Analyst,High,City_B,0,,0,6.115464777
,48,Female,High School,21,Consultant,Healthcare,Financial Analyst,High,City_C,0,,0,7.942260811
,34,Male,Master's,29,Analyst,Healthcare,Software Developer,High,City_A,0,,0,8.750631091
,23,Female,High School,13,Manager,Education,Nurse,Medium,City_B,0,,0,8.999616712
,43,Female,High School,23,Consultant,Education,Nurse,High,City_B,0,,0,5.666155747
,41,Female,Bachelor's,24,Engineer,Healthcare,Financial Analyst,Low,City_B,0,,0,4.570683026
,26,Male,High School,23,Engineer,IT,Nurse,Low,City_B,0,,0,6.044634907
,27,Female,High School,23,Consultant,Education,Financial Analyst,High,City_A,0,,0,4.618633615
,56,Male,Bachelor's,11,Engineer,Education,Software Developer,High,City_A,0,,0,3.166434724
,22,Male,High School,15,Analyst,IT,Nurse,High,City_C,0,,0,3.915278445
,56,Male,Bachelor's,2,Engineer,Healthcare,Software Developer,Low,City_A,0,,0,3.094928706
,24,Female,Ph.D.,6,Consultant,IT,Software Developer,Low,City_A,0,,0,3.424938675
,57,Female,Ph.D.,21,Manager,Finance,Nurse,High,City_B,0,,0,1.842469635
,28,Female,Ph.D.,11,Engineer,Education,Teacher,Low,City_C,0,,0,4.838164487
,50,Female,High School,15,Engineer,Education,Financial Analyst,Low,City_C,0,,0,3.117555159
,36,Male,Master's,9,Manager,Education,Nurse,Medium,City_B,0,,0,5.035298972
,32,Female,Bachelor's,12,Consultant,IT,Software Developer,High,City_C,0,,0,8.129784108
,39,Male,Ph.D.,26,Manager,IT,Financial Analyst,High,City_A,0,,0,5.034811179
,25,Male,Bachelor's,27,Engineer,Healthcare,Software Developer,Medium,City_C,0,,0,9.591506836
,45,Female,Ph.D.,4,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,2.330532051
,32,Female,Ph.D.,28,Analyst,Finance,Nurse,Low,City_C,0,,0,8.652384918
,27,Male,High School,23,Consultant,Healthcare,Software Developer,Medium,City_C,0,,0,3.234323027
,39,Male,Bachelor's,27,Consultant,IT,Financial Analyst,High,City_C,0,,0,9.405401058
,36,Female,High School,24,Analyst,Finance,Financial Analyst,High,City_B,0,,0,3.044331338
,24,Female,Bachelor's,14,Consultant,Healthcare,Nurse,High,City_A,0,,0,7.722656074
,38,Female,Bachelor's,22,Engineer,IT,Financial Analyst,Low,City_C,0,,0,1.559061108
,54,Male,Master's,3,Engineer,Finance,Financial Analyst,Low,City_A,0,,0,6.668320934
,55,Male,Ph.D.,27,Engineer,Healthcare,Software Developer,High,City_A,0,,0,2.968067961
,51,Female,High School,21,Engineer,Finance,Nurse,High,City_A,0,,0,7.031552875
,40,Male,Master's,17,Analyst,IT,Nurse,Low,City_C,0,,0,6.722464039
,30,Male,Bachelor's,13,Engineer,Healthcare,Software Developer,Low,City_A,0,,0,9.313262917
,52,Male,Ph.D.,8,Consultant,IT,Teacher,Medium,City_C,0,,0,6.640087876
,48,Male,High School,12,Manager,Education,Software Developer,Low,City_C,0,,0,4.674239305
,46,Female,Master's,12,Analyst,Education,Software Developer,Low,City_C,0,,0,2.742110244
,28,Male,Bachelor's,12,Analyst,Finance,Teacher,High,City_A,0,,0,6.917059077
,28,Female,Master's,27,Manager,Education,Financial Analyst,High,City_C,0,,0,2.047299435
,41,Female,Bachelor's,2,Engineer,IT,Nurse,High,City_B,0,,0,8.456651442
,57,Male,Bachelor's,29,Engineer,Finance,Nurse,Medium,City_B,0,,0,3.226010922
,40,Female,Ph.D.,10,Consultant,Healthcare,Teacher,Low,City_B,0,,0,5.717430084
,23,Female,High School,23,Engineer,IT,Nurse,Medium,City_C,0,,0,6.363525739
,55,Female,Ph.D.,9,Engineer,Healthcare,Teacher,Low,City_B,0,,0,4.262409914
,38,Male,High School,1,Consultant,Healthcare,Financial Analyst,Low,City_C,0,,0,6.974863998
,45,Female,High School,29,Engineer,Healthcare,Teacher,High,City_C,0,,0,3.25195263
,30,Male,Bachelor's,4,Manager,Healthcare,Nurse,Low,City_C,0,,0,1.311621164
,22,Female,Master's,23,Engineer,IT,Nurse,Medium,City_A,0,,0,9.633409625
,49,Female,High School,14,Manager,Education,Teacher,High,City_B,0,,0,3.880412482
,36,Female,High School,16,Manager,IT,Nurse,Medium,City_C,0,,0,7.421160112
,42,Female,High School,25,Manager,Education,Teacher,Medium,City_B,0,,0,5.567802462
,36,Male,High School,18,Engineer,Healthcare,Nurse,High,City_B,0,,0,7.020988094
,44,Female,Bachelor's,2,Engineer,Education,Software Developer,Low,City_A,0,,0,1.998428703
,23,Female,Ph.D.,6,Analyst,Healthcare,Financial Analyst,Medium,City_B,0,,0,5.669630876
,57,Female,Master's,3,Consultant,Finance,Nurse,Low,City_C,0,,0,4.529975982
,30,Male,Bachelor's,20,Consultant,Healthcare,Nurse,High,City_C,0,,0,5.066646102
,23,Male,Bachelor's,19,Analyst,Education,Nurse,Low,City_B,0,,0,9.695874996
,23,Female,Bachelor's,13,Manager,Finance,Teacher,Low,City_B,0,,0,2.226600144
,39,Female,High School,17,Consultant,Finance,Nurse,High,City_A,0,,0,7.792301588
,38,Female,Master's,14,Analyst,Healthcare,Teacher,Low,City_C,0,,0,3.973085148
,29,Female,Bachelor's,22,Manager,IT,Nurse,Medium,City_B,0,,0,3.613221889
,55,Male,Bachelor's,11,Analyst,Education,Software Developer,Medium,City_B,0,,0,3.436996563
,55,Male,Bachelor's,16,Engineer,Finance,Software Developer,Medium,City_C,0,,0,4.139033979
,26,Male,High School,11,Engineer,IT,Financial Analyst,Low,City_B,0,,0,4.214053536
,50,Female,High School,29,Manager,Healthcare,Teacher,Medium,City_A,0,,0,3.436723047
,49,Female,Bachelor's,18,Manager,Healthcare,Financial Analyst,Low,City_B,0,,0,7.00743833
,37,Female,High School,2,Engineer,Healthcare,Nurse,Low,City_B,0,,0,1.429497853
,35,Female,Master's,23,Consultant,Healthcare,Nurse,Low,City_A,0,,0,3.990644252
,23,Male,High School,21,Consultant,Education,Software Developer,Low,City_A,0,,0,3.521850462
,25,Male,Bachelor's,8,Engineer,Finance,Financial Analyst,High,City_A,0,,0,7.762762185
,52,Male,Master's,14,Consultant,Education,Nurse,Medium,City_C,0,,0,2.318486896
,47,Female,High School,2,Engineer,Finance,Nurse,Medium,City_B,0,,0,9.466184279
,48,Female,Bachelor's,13,Analyst,IT,Teacher,Low,City_B,0,,0,2.534667508
,55,Female,Ph.D.,10,Analyst,IT,Nurse,High,City_A,0,,0,4.330246277
,52,Female,Ph.D.,8,Analyst,Finance,Financial Analyst,Low,City_C,0,,0,2.797301741
,32,Female,Master's,7,Consultant,Healthcare,Software Developer,Medium,City_A,0,,0,3.580281491
,29,Male,Master's,13,Analyst,IT,Software Developer,Medium,City_B,0,,0,7.849222306
,33,Female,Master's,26,Manager,Education,Nurse,High,City_C,0,,0,5.287642469
,56,Female,High School,24,Manager,Finance,Nurse,Low,City_C,0,,0,2.463181456
,55,Male,Master's,27,Analyst,IT,Nurse,High,City_B,0,,0,1.419713908
,34,Male,High School,19,Manager,Finance,Teacher,Low,City_C,0,,0,3.069245982
,48,Female,Bachelor's,24,Analyst,Healthcare,Nurse,High,City_C,0,,0,9.510425007
,29,Male,High School,15,Analyst,Finance,Nurse,Medium,City_A,0,,0,8.607850734
,42,Female,High School,22,Engineer,IT,Teacher,High,City_C,0,,0,4.961563443
,32,Female,Bachelor's,2,Analyst,Finance,Financial Analyst,Medium,City_A,0,,0,5.337956998
,43,Male,Ph.D.,22,Manager,IT,Teacher,Medium,City_C,0,,0,9.094295254
,42,Female,High School,5,Consultant,IT,Software Developer,Low,City_A,0,,0,6.322108441
,49,Female,High School,19,Analyst,IT,Teacher,High,City_A,0,,0,8.926903586
,24,Female,Bachelor's,1,Engineer,Education,Teacher,High,City_C,0,,0,5.426551939
,28,Male,Master's,7,Manager,Healthcare,Financial Analyst,High,City_A,0,,0,2.800878572
,35,Male,Bachelor's,18,Engineer,Healthcare,Financial Analyst,High,City_B,0,,0,7.533342819
,36,Male,Ph.D.,1,Analyst,Finance,Nurse,Low,City_B,0,,0,5.737539876
,30,Male,Master's,1,Analyst,Finance,Teacher,Low,City_C,0,,0,7.01595622
,28,Female,Ph.D.,7,Analyst,IT,Financial Analyst,Low,City_C,0,,0,2.41507825
,33,Male,High School,28,Analyst,Healthcare,Software Developer,Medium,City_C,0,,0,6.828416217
,40,Female,Ph.D.,17,Manager,Finance,Nurse,Medium,City_B,0,,0,4.440314327
,48,Male,Ph.D.,25,Consultant,Finance,Teacher,Medium,City_C,0,,0,3.987979775
,39,Male,Bachelor's,6,Analyst,Healthcare,Software Developer,Low,City_C,0,,0,7.04327987
,34,Female,Master's,20,Engineer,IT,Financial Analyst,Medium,City_A,0,,0,6.330152019
,22,Male,High School,12,Manager,Finance,Nurse,High,City_C,0,,0,6.84196686
,59,Male,High School,20,Manager,IT,Software Developer,Medium,City_B,0,,0,9.687997578
,42,Female,High School,15,Manager,Healthcare,Teacher,Low,City_B,0,,0,7.310768226
,55,Male,Master's,13,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.76809066
,34,Female,Master's,12,Consultant,Finance,Nurse,Low,City_B,0,,0,6.521977377
,44,Male,Ph.D.,21,Engineer,Finance,Teacher,Low,City_A,0,,0,4.588428244
,22,Female,Ph.D.,2,Engineer,Healthcare,Teacher,High,City_A,0,,0,8.55272522
,44,Male,Master's,21,Engineer,IT,Software Developer,Medium,City_C,0,,0,4.428447423
,49,Female,High School,18,Analyst,IT,Nurse,Medium,City_C,0,,0,7.302192709
,53,Male,Master's,28,Analyst,Education,Teacher,Low,City_A,0,,0,3.638292802
,29,Female,Bachelor's,4,Engineer,Healthcare,Nurse,Medium,City_A,0,,0,2.329807976
,47,Male,Master's,10,Engineer,Finance,Financial Analyst,High,City_C,0,,0,2.167869766
,35,Male,Master's,11,Analyst,Healthcare,Software Developer,Low,City_B,0,,0,6.71102971
,45,Male,High School,21,Analyst,Finance,Nurse,Medium,City_C,0,,0,3.951594374
,50,Female,Ph.D.,6,Consultant,IT,Financial Analyst,Medium,City_C,0,,0,3.475443597
,25,Female,Bachelor's,6,Engineer,Finance,Financial Analyst,Medium,City_C,0,,0,6.328533964
,39,Male,Bachelor's,9,Manager,Education,Nurse,Medium,City_C,0,,0,1.23102779
,35,Male,Bachelor's,20,Consultant,IT,Nurse,Low,City_C,0,,0,3.216030868
,48,Male,Master's,13,Manager,Education,Software Developer,Low,City_C,0,,0,4.064925568
,24,Male,High School,5,Consultant,Healthcare,Software Developer,High,City_C,0,,0,7.375362315
,51,Male,Master's,6,Engineer,Finance,Teacher,Low,City_B,0,,0,5.905011224
,57,Male,Ph.D.,4,Manager,IT,Software Developer,Medium,City_C,0,,0,8.703897554
,44,Male,High School,6,Analyst,Finance,Nurse,Medium,City_A,0,,0,4.010557267
,39,Male,Bachelor's,18,Consultant,Education,Teacher,Medium,City_C,0,,0,3.66796893
,31,Male,Master's,28,Manager,IT,Financial Analyst,High,City_B,0,,0,1.298776677
,33,Male,High School,13,Consultant,Education,Financial Analyst,Low,City_A,0,,0,9.565455706
,29,Female,Master's,23,Engineer,IT,Nurse,Low,City_C,0,,0,5.513429318
,53,Female,High School,3,Manager,Healthcare,Teacher,Low,City_C,0,,0,5.522715232
,38,Male,Bachelor's,10,Manager,Healthcare,Teacher,Medium,City_A,0,,0,9.310925308
,35,Male,Ph.D.,4,Manager,Finance,Software Developer,Medium,City_C,0,,0,3.609264123
,58,Male,Ph.D.,25,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,3.98895517
,30,Female,Master's,15,Analyst,Education,Financial Analyst,High,City_C,0,,0,6.90712925
,47,Female,Bachelor's,12,Analyst,IT,Software Developer,High,City_B,0,,0,8.066583594
,45,Male,Master's,15,Analyst,Healthcare,Financial Analyst,Medium,City_C,0,,0,7.293796529
,44,Male,Master's,29,Engineer,Finance,Software Developer,High,City_A,0,,0,8.098464543
,52,Male,High School,21,Manager,Healthcare,Financial Analyst,High,City_B,0,,0,6.175972354
,23,Female,High School,25,Analyst,Education,Financial Analyst,High,City_C,0,,0,8.765411344
,39,Female,High School,26,Analyst,Finance,Financial Analyst,Low,City_C,0,,0,5.950960571
,37,Female,Bachelor's,29,Manager,Healthcare,Software Developer,High,City_A,0,,0,3.064065645
,50,Female,Bachelor's,26,Engineer,Healthcare,Financial Analyst,Medium,City_A,0,,0,5.875309958
,32,Male,Master's,10,Consultant,IT,Financial Analyst,Low,City_B,0,,0,7.416502166
,23,Male,High School,12,Consultant,IT,Teacher,High,City_B,0,,0,6.882178055
,35,Male,Bachelor's,26,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,3.187150867
,25,Male,Master's,22,Manager,Healthcare,Nurse,High,City_C,0,,0,1.369704052
,55,Male,Bachelor's,8,Engineer,IT,Financial Analyst,Medium,City_C,0,,0,3.272326844
,30,Female,Master's,21,Manager,Healthcare,Financial Analyst,Medium,City_B,0,,0,9.856378641
,28,Male,Ph.D.,21,Consultant,Finance,Teacher,High,City_C,0,,0,2.660196164
,38,Male,High School,3,Analyst,Healthcare,Teacher,High,City_A,0,,0,5.179345826
,44,Female,Ph.D.,7,Analyst,Healthcare,Software Developer,Low,City_C,0,,0,6.745112194
,32,Male,Master's,18,Analyst,Education,Software Developer,High,City_B,0,,0,8.915258665
,43,Male,Master's,27,Consultant,Finance,Nurse,Medium,City_C,0,,0,7.842327738
,39,Male,High School,28,Engineer,Finance,Teacher,Low,City_A,0,,0,9.18057795
,49,Female,High School,3,Consultant,IT,Software Developer,Medium,City_B,0,,0,6.439453242
,37,Male,Master's,15,Manager,Finance,Software Developer,Medium,City_B,0,,0,8.787869273
,25,Female,Bachelor's,2,Engineer,Education,Software Developer,High,City_B,0,,0,3.374586974
,57,Female,High School,15,Analyst,IT,Teacher,Medium,City_B,0,,0,4.87508358
,43,Female,Master's,13,Engineer,Healthcare,Teacher,High,City_C,0,,0,8.593952269
,32,Female,High School,24,Engineer,Finance,Nurse,Medium,City_A,0,,0,3.93007301
,42,Male,High School,20,Consultant,Healthcare,Teacher,Low,City_C,0,,0,8.840999298
,37,Female,Ph.D.,10,Engineer,IT,Teacher,High,City_C,0,,0,4.268035611
,30,Male,Ph.D.,24,Consultant,Finance,Teacher,Low,City_B,0,,0,4.270552334
,56,Female,Bachelor's,24,Manager,IT,Nurse,High,City_A,0,,0,3.781296233
,55,Male,High School,24,Engineer,IT,Financial Analyst,Low,City_C,0,,0,5.922487753
,30,Male,Master's,24,Engineer,Finance,Financial Analyst,High,City_A,0,,0,2.16161865
,34,Male,Master's,8,Engineer,Finance,Software Developer,Low,City_A,0,,0,1.329423867
,27,Male,High School,16,Analyst,IT,Financial Analyst,Low,City_A,0,,0,9.07671682
,25,Male,High School,28,Consultant,Education,Financial Analyst,High,City_A,0,,0,9.360444291
,49,Male,Bachelor's,25,Consultant,Finance,Nurse,High,City_C,0,,0,1.685535957
,32,Male,Bachelor's,16,Analyst,IT,Nurse,Medium,City_A,0,,0,5.947277995
,55,Male,Bachelor's,2,Consultant,Healthcare,Financial Analyst,Medium,City_C,0,,0,5.857139438
,56,Male,Master's,9,Manager,Healthcare,Financial Analyst,High,City_A,0,,0,4.351876124
,26,Male,Ph.D.,8,Analyst,Finance,Financial Analyst,High,City_A,0,,0,6.120143385
,32,Female,Bachelor's,11,Consultant,Finance,Software Developer,Low,City_C,0,,0,5.123074112
,33,Male,Master's,26,Manager,Healthcare,Nurse,Low,City_B,0,,0,5.406715128
,40,Male,Bachelor's,1,Consultant,IT,Financial Analyst,Medium,City_C,0,,0,7.798031408
,34,Male,Master's,21,Analyst,IT,Teacher,Medium,City_A,0,,0,5.733642406
,25,Female,High School,11,Consultant,IT,Financial Analyst,Medium,City_C,0,,0,3.912922835
,35,Female,Master's,18,Manager,Education,Teacher,Low,City_A,0,,0,6.233105009
,23,Male,High School,26,Manager,Finance,Software Developer,Low,City_C,0,,0,6.766785974
,29,Male,Master's,21,Manager,Education,Teacher,Low,City_C,0,,0,6.960802096
,43,Female,Ph.D.,29,Consultant,Education,Nurse,Medium,City_C,0,,0,6.564759859
,34,Male,Master's,15,Analyst,Education,Software Developer,High,City_B,0,,0,6.981424883
,42,Male,High School,24,Consultant,Education,Software Developer,Medium,City_C,0,,0,3.790835053
,42,Female,Ph.D.,9,Engineer,IT,Financial Analyst,Low,City_C,0,,0,5.015205218
,49,Female,Master's,9,Analyst,Finance,Software Developer,Medium,City_B,0,,0,7.018355523
,54,Male,Master's,1,Engineer,Finance,Software Developer,Medium,City_B,0,,0,7.789316874
,50,Male,Bachelor's,7,Consultant,Education,Teacher,Medium,City_A,0,,0,4.907315158
,58,Male,Ph.D.,12,Analyst,Finance,Financial Analyst,Medium,City_A,0,,0,4.287995592
,43,Female,High School,27,Engineer,Healthcare,Nurse,Low,City_C,0,,0,7.442943897
,47,Male,Ph.D.,24,Consultant,IT,Financial Analyst,Medium,City_A,0,,0,2.999558619
,32,Male,High School,10,Analyst,Finance,Nurse,Low,City_C,0,,0,1.08542976
,32,Female,Bachelor's,19,Manager,IT,Teacher,Medium,City_B,0,,0,5.240494022
,55,Male,Bachelor's,29,Manager,Healthcare,Software Developer,Low,City_B,0,,0,2.560358393
,40,Male,High School,16,Manager,IT,Software Developer,High,City_C,0,,0,4.404544831
,58,Male,High School,6,Engineer,Healthcare,Financial Analyst,Low,City_A,0,,0,3.621107352
,35,Male,High School,11,Engineer,Education,Financial Analyst,Low,City_A,0,,0,7.995356997
,50,Female,Bachelor's,19,Consultant,Finance,Financial Analyst,High,City_A,0,,0,3.982676495
,40,Female,Ph.D.,25,Manager,Education,Software Developer,High,City_C,0,,0,6.766082123
,58,Female,Bachelor's,29,Engineer,Finance,Software Developer,High,City_A,0,,0,7.065213369
,42,Male,Master's,19,Manager,Education,Teacher,High,City_B,0,,0,5.10808857
,45,Male,Bachelor's,18,Consultant,Healthcare,Nurse,High,City_B,0,,0,1.72970142
,47,Male,Master's,25,Analyst,Finance,Financial Analyst,High,City_B,0,,0,7.303285775
,33,Male,Master's,15,Engineer,Education,Software Developer,Medium,City_B,0,,0,1.676511232
,40,Female,Bachelor's,27,Engineer,IT,Nurse,Medium,City_B,0,,0,1.892916637
,51,Male,Bachelor's,29,Analyst,IT,Financial Analyst,High,City_B,0,,0,2.763976319
,36,Male,Bachelor's,16,Engineer,Education,Financial Analyst,Low,City_B,0,,0,3.52338218
,24,Male,Ph.D.,14,Consultant,Healthcare,Nurse,Low,City_B,0,,0,8.618065303
,34,Female,Bachelor's,8,Engineer,Education,Nurse,High,City_B,0,,0,7.074295994
,30,Male,High School,8,Engineer,IT,Nurse,Medium,City_C,0,,0,4.484915096
,34,Male,Bachelor's,2,Analyst,Finance,Software Developer,Medium,City_C,0,,0,9.80764706
,37,Male,Master's,6,Consultant,Finance,Teacher,Low,City_B,0,,0,3.192422881
,35,Male,Ph.D.,13,Manager,Education,Financial Analyst,High,City_B,0,,0,6.488329486
,29,Male,Ph.D.,13,Manager,Finance,Financial Analyst,Medium,City_B,0,,0,8.624926981
,40,Female,Master's,21,Analyst,IT,Nurse,High,City_A,0,,0,8.218203202
,53,Male,Ph.D.,12,Consultant,Finance,Software Developer,High,City_C,0,,0,1.812769737
,56,Male,Ph.D.,2,Analyst,Education,Nurse,Low,City_B,0,,0,7.275468013
,44,Male,High School,21,Analyst,Education,Software Developer,High,City_C,0,,0,3.3207738
,42,Male,High School,20,Manager,Education,Teacher,High,City_B,0,,0,4.201601303
,39,Male,Ph.D.,25,Consultant,IT,Financial Analyst,Low,City_A,0,,0,5.400927841
,35,Female,Bachelor's,12,Consultant,Healthcare,Financial Analyst,Medium,City_B,0,,0,8.116751495
,37,Male,Ph.D.,17,Analyst,Finance,Software Developer,High,City_C,0,,0,2.495812984
,45,Female,High School,6,Manager,Education,Teacher,Low,City_C,0,,0,1.976997115
,53,Female,Ph.D.,7,Consultant,Healthcare,Teacher,Medium,City_C,0,,0,2.380971205
,32,Male,Bachelor's,28,Analyst,Education,Financial Analyst,High,City_C,0,,0,2.96401182
